05P,Solihull,418655.2688,279477.3008,1.055 ,0.940 ,1.095 ,0.946 ,1.087 ,1.107 ,1.032 ,0.833,0.883,1.026,1.212,1.061,1.117,1.148,237696
11X,Somerset,334335.0982,133758.4891,1.152 ,1.250 ,1.015 ,1.139 ,1.296 ,1.160 ,1.095 ,0.869,1.23,1.146,1.319,1.062,1.212,0.915,540218
01R,South Cheshire,367085.8294,353664.4171,1.121 ,1.218 ,0.998 ,1.059 ,1.213 ,1.127 ,0.968 ,0.961,0.862,1.118,1.2,1.062,0.955,0.833,175769
99Q,South Devon & Torbay,280348.763,65418.07786,1.169 ,1.233 ,0.990 ,1.008 ,1.425 ,1.189 ,1.198 ,1.081,1.722,1.187,1.349,1.158,1.206,1.185,286188
05Q,South East Staffs & Seisdon Peninsular,402776.8233,301514.7306,1.082 ,0.974 ,1.036 ,1.012 ,1.073 ,1.063 ,0.939 ,0.741,0.867,1.223,1.194,1.016,1.078,0.811,209776
10V,South Eastern Hampshire,473660.1961,121589.2025,1.129 ,0.914 ,0.997 ,0.924 ,1.109 ,1.108 ,1.017 ,0.92,1.758,0.92,1.218,1.068,1.024,1.533,206867
12A,South Gloucestershire,368366.4689,182655.0329,0.894 ,1.182 ,0.858 ,0.847 ,1.001 ,1.009 ,0.787 ,0.628,1.431,0.942,1.14,0.951,1.029,0.756,259347
10A,South Kent Coast,616605.8151,137463.1464,1.119 ,1.201 ,1.103 ,0.884 ,1.190 ,1.147 ,1.203 ,0.928,0.962,1.281,1.19,1.314,1.014,0.533,200366
99D,South Lincolnshire,525207.7552,320478.3006,1.231 ,1.277 ,1.103 ,1.218 ,1.174 ,1.217 ,1.078 ,0.7,1.444,1.088,1.319,0.931,1.202,0.959,157915
01N,South Manchester,382808.5656,389177.2905,0.901 ,0.680 ,0.914 ,0.880 ,0.870 ,0.819 ,1.151 ,1.362,0.959,0.712,0.77,1.018,0.735,1.27,167610
06Y,South Norfolk,610828.416,298095.055,1.078 ,1.060 ,0.960 ,1.204 ,1.124 ,1.119 ,0.982 ,0.748,0.944,1.264,1.275,1.005,1.242,1.522,223949
10W,South Reading,470931.2332,172150.8661,0.506 ,0.745 ,0.720 ,0.536 ,0.511 ,0.736 ,0.508 ,0.934,0.86,0.602,0.56,0.71,0.756,0.559,130857
01T,South Sefton,335073.1526,400225.7131,1.286 ,1.254 ,1.014 ,1.658 ,1.125 ,1.173 ,1.567 ,1.379,0.755,1.235,1.166,1.313,1.195,0.73,154801
00M,South Tees,461101.4633,517589.8546,1.282 ,0.984 ,1.017 ,1.132 ,1.192 ,1.072 ,1.527 ,1.081,1.12,0.976,1,1.332,1.4,1.733,289315
00N,South Tyneside,435669.5787,563258.3505,1.424 ,0.523 ,1.105 ,1.631 ,1.289 ,1.160 ,1.986 ,1.02,1.079,1.207,1.132,1.168,1.488,1,151817
05R,South Warwickshire,426451.8319,256751.6519,0.925 ,1.206 ,0.840 ,0.956 ,1.065 ,1.053 ,0.823 ,0.824,1.179,0.934,1.138,0.933,0.995,2.104,273683
04Q,South West Lincolnshire,502184.2378,340357.1929,1.305 ,1.425 ,1.076 ,1.387 ,1.185 ,1.199 ,0.996 ,0.728,1.508,1.166,1.259,1.034,1.039,0.911,129153
05T,South Worcestershire,387210.9371,252829.3343,0.992 ,1.211 ,1.062 ,1.037 ,1.077 ,1.064 ,0.915 ,0.845,1.204,1.138,1.24,0.997,1.184,2.219,294632
10X,Southampton,442338.6503,113551.9236,0.765 ,0.868 ,0.858 ,0.840 ,0.855 ,0.781 ,1.104 ,1.246,0.878,0.8,0.728,0.955,0.723,0.667,262647
99G,Southend,587987.9037,186677.7637,0.996 ,0.887 ,0.992 ,1.167 ,0.979 ,1.101 ,1.057 ,1.298,0.671,1.095,0.942,1.082,1.256,0.807,184499
04R,Southern Derbyshire,428979.7105,339425.4255,1.030 ,1.080 ,1.077 ,1.164 ,1.029 ,1.012 ,0.982 ,0.89,1.171,1.074,0.942,1.042,0.921,1.352,534116
01V,Southport & Formby,332166.91,412239.4596,1.280 ,1.159 ,1.023 ,1.324 ,1.341 ,1.184 ,1.110 ,1.195,0.753,1.038,1.384,1.146,1.094,1.715,122147
08Q,Southwark,533809.2614,176643.6929,0.447 ,0.467 ,0.877 ,0.627 ,0.528 ,0.773 ,0.781 ,1.405,0.918,0.712,0.6,0.68,0.539,0.615,308468
01X,St Helens,352070.575,396086.433,1.379 ,1.101 ,1.113 ,1.547 ,1.145 ,1.233 ,1.682 ,1.165,0.86,1.138,1.128,1.206,1.087,1.067,192715
05V,Stafford Surrounds,388304.0017,324488.9128,1.117 ,0.954 ,0.996 ,1.008 ,1.180 ,1.109 ,0.767 ,0.741,0.855,1.233,1.306,1.144,1.168,0.785,144992
01W,Stockport,391555.6782,388570.2449,1.175 ,0.800 ,0.936 ,1.222 ,1.155 ,1.031 ,1.201 ,0.924,1.196,0.794,1.083,1.042,1.013,0.993,299896
05W,Stoke on Trent,390685.3616,347506.4345,1.170 ,0.903 ,1.174 ,1.065 ,1.187 ,1.199 ,1.321 ,0.993,1.046,1.08,1.007,1.369,0.924,0.941,272842
00P,Sunderland,435228.5544,554080.3983,1.482 ,0.911 ,1.033 ,1.357 ,1.257 ,1.198 ,1.768 ,0.961,1.008,1.175,1.073,1.259,1.4,1.296,281773
99H,Surrey Downs,517936.1117,151927.5112,0.872 ,0.916 ,0.766 ,0.694 ,0.969 ,0.986 ,0.636 ,0.817,0.867,0.924,1.147,0.852,0.98,0.548,293988
10C,Surrey Heath,490075.0657,158835.2828,0.850 ,1.004 ,0.844 ,0.621 ,0.885 ,0.951 ,0.643 ,0.644,0.936,0.796,1.071,0.803,1.021,0.567,91757
08T,Sutton,526983.16,164134.7243,0.768 ,0.834 ,0.931 ,0.708 ,0.733 ,0.882 ,0.736 ,1.013,0.679,0.835,0.899,0.913,0.737,0.619,183982
10D,Swale,592700.7681,166748.5016,0.894 ,1.010 ,1.141 ,0.981 ,0.824 ,1.062 ,1.112 ,0.763,0.74,1.191,0.968,1.084,1.058,0.422,104998
12D,Swindon,418654.0135,186324.7598,0.830 ,0.559 ,1.042 ,0.740 ,0.847 ,0.973 ,0.898 ,0.857,0.862,0.903,0.868,0.982,0.701,0.437,223866
01Y,Tameside Glossop,401558.8828,397504.9194,1.240 ,0.741 ,1.134 ,1.058 ,1.142 ,1.075 ,1.441 ,0.907,1.151,1.003,0.96,1.203,1.232,1.048,239314
05X,Telford Wrekin,367083.6008,314837.0369,0.928 ,1.041 ,1.041 ,0.945 ,0.936 ,0.987 ,1.087 ,0.891,0.666,1.034,0.901,1.193,0.842,0.422,173754
10E,Thanet,632501.488,166997.6233,1.119 ,1.264 ,1.153 ,1.084 ,1.171 ,1.174 ,1.494 ,1.189,1.135,1.382,1.169,1.12,1.026,0.83,138943
07G,Thurrock,564390.9993,181586.8836,0.810 ,1.085 ,0.988 ,0.915 ,0.860 ,1.019 ,0.986 ,0.791,0.635,1.188,0.789,0.927,1.21,0.585,164518
08V,Tower Hamlets,536431.5218,181643.2449,0.513 ,0.461 ,1.063 ,0.551 ,0.438 ,0.571 ,0.699 ,1.518,0.663,0.571,0.416,0.575,0.568,0.593,274137
02A,Trafford,376489.1107,391415.7668,1.064 ,0.964 ,0.954 ,1.138 ,1.043 ,0.973 ,0.998 ,0.987,0.99,1.018,1.014,0.951,1.045,0.848,233350
03Q,Vale of York,463550.7656,460478.184,1.044 ,0.909 ,0.837 ,0.847 ,1.099 ,0.950 ,0.884 ,0.827,1.258,0.926,1.144,0.839,1.037,0.563,341912
02D,Vale Royal,364878.6335,372378.7998,1.095 ,1.225 ,1.021 ,1.083 ,1.065 ,1.109 ,1.219 ,0.874,0.875,1.204,1.139,1.038,0.959,1.385,102296
03R,Wakefield,438981.7581,418395.2687,1.286 ,0.992 ,1.064 ,1.023 ,1.212 ,1.100 ,1.541 ,0.946,0.829,1.095,1.017,1.153,1.015,0.767,356545
05Y,Walsall,402385.4874,300176.2644,1.211 ,1.181 ,1.385 ,1.325 ,1.031 ,1.130 ,1.316 ,0.996,1.061,1.399,0.904,1.124,0.973,1.089,271754
08W,Waltham Forest,537753.6322,190236.4819,0.594 ,0.640 ,1.026 ,0.678 ,0.527 ,0.795 ,0.537 ,1.263,0.554,0.751,0.557,0.699,0.619,0.404,294197
08X,Wandsworth,526114.5241,174049.7785,0.432 ,0.381 ,0.671 ,0.410 ,0.460 ,0.601 ,0.490 ,1.094,1.005,0.559,0.62,0.599,0.599,0.585,358895
02E,Warrington,362670.9289,389309.8632,1.118 ,0.978 ,0.985 ,0.978 ,0.991 ,0.979 ,0.993 ,0.961,0.686,1.009,1.008,1.015,0.792,0.641,209464
05H,Warwickshire North,427561.9657,293347.5459,0.980 ,1.305 ,1.121 ,1.054 ,0.999 ,1.133 ,1.047 ,0.738,0.844,1.122,0.965,1.108,1.323,0.693,184420
02F,West Cheshire,346148.8824,364953.1793,1.064 ,0.859 ,0.962 ,1.088 ,1.161 ,1.029 ,0.966 ,0.972,1.258,1.169,1.168,0.962,0.944,0.807,255311
07H,West Essex,553714.5535,219580.0142,0.900 ,0.796 ,0.948 ,1.088 ,0.906 ,1.012 ,0.901 ,0.806,0.684,1.18,1.038,0.873,0.979,0.907,293681
11A,West Hampshire,438979.5191,123324.8783,1.006 ,0.986 ,0.840 ,0.924 ,1.185 ,1.042 ,0.839 ,0.81,1.094,1.014,1.192,0.923,0.987,0.715,531775
99J,West Kent,567849.9086,148606.3248,0.846 ,1.039 ,0.881 ,0.807 ,1.041 ,0.976 ,0.819 ,0.837,0.982,1.074,1.105,0.96,1.243,1.063,463883
02G,West Lancashire,342534.3067,411708.8313,1.162 ,0.958 ,1.019 ,1.263 ,1.137 ,1.113 ,1.172 ,0.849,0.992,1.137,1.128,1.021,1.066,1.007,111531
04V,West Leicestershire,445703.4104,310523.0683,0.942 ,1.010 ,1.039 ,1.225 ,0.958 ,1.036 ,0.926 ,0.818,0.936,0.945,1.031,0.939,0.964,1.837,371009
08Y,West London (K&C & QPP),525528.6768,180064.361,0.560 ,0.440 ,0.730 ,0.591 ,0.618 ,0.674 ,0.660 ,1.711,0.556,0.567,0.73,0.595,0.596,1.085,228063
07J,West Norfolk,571560.5471,313464.3483,1.366 ,1.237 ,1.239 ,1.219 ,1.434 ,1.295 ,1.370 ,0.776,0.86,1.499,1.299,1.016,1.326,0.907,159928
07K,West Suffolk,581054.3913,262263.6776,1.019 ,0.787 ,0.962 ,1.112 ,1.012 ,1.060 ,1.064 ,0.915,0.717,1.13,1.286,0.912,1.262,1.367,238703
02H,Wigan Borough,361023.2668,403215.1587,1.299 ,1.328 ,1.111 ,1.259 ,1.090 ,1.149 ,1.236 ,0.87,0.691,1.083,0.947,1.11,1.249,0.9,320477
99N,Wiltshire,403953.1788,155341.0005,0.985 ,0.780 ,0.903 ,1.033 ,1.161 ,1.068 ,0.887 ,0.867,0.962,1.097,1.262,1.028,1.025,0.615,474438
11C,Windsor Ascot & Maidenhead,490502.0122,177713.4265,0.769 ,0.808 ,0.808 ,0.738 ,0.875 ,0.802 ,0.551 ,0.796,0.607,0.706,0.9,0.729,0.943,0.637,147873
12F,Wirral,328908.7867,385681.9149,1.154 ,1.179 ,1.038 ,1.054 ,1.232 ,1.060 ,1.260 ,1.072,0.946,0.936,1.073,1.201,1.11,2.03,317446
11D,Wokingham,477708.9439,170615.8658,0.740 ,0.892 ,0.719 ,0.639 ,0.795 ,0.875 ,0.532 ,0.573,0.758,0.854,1.079,0.798,1.071,0.57,152750
06A,Wolverhampton,391902.644,299047.7777,1.076 ,1.156 ,1.265 ,1.326 ,1.036 ,1.105 ,0.992 ,1.141,1.554,1.386,0.939,1.253,1.043,1.033,258801
06D,Wyre Forest,381374.2042,275763.5313,1.151 ,1.417 ,1.168 ,1.409 ,1.490 ,1.248 ,1.068 ,0.817,1.314,1.341,1.393,1.222,1.312,2.344,112292
