03L,Rotherham,447543.7129,390427.9019,4.439,0.816,2.092,4.948,6.351,15.762,2.62,0.875,0.263,0.894,1.967,0.962,3.139,6.52,Q51,South Yorkshire and Bassetlaw Area Team,5,256667
04N,Rushcliffe,464827.3439,334147.1537,3.61,0.769,1.953,6.045,5.02,14.129,1.341,0.632,0.263,0.626,2.388,0.699,3.269,6.396,Q55,Derbyshire and Nottinghamshire Area Team,12,119786
01G,Salford,375529.54,399282.0848,3.832,0.947,1.794,3.82,5.879,13.81,2.792,1.047,0.214,0.636,1.721,0.956,3.138,6.273,Q46,Greater Manchester Area Team,7,244048
05L,Sandwell West Birmingham,401200.3771,290630.2331,3.05,0.72,1.399,4.403,8.324,13.971,1.552,1.016,0.211,0.734,1.319,0.76,3.313,6.099,Q54,Birmingham and the Black Country Area Team,12,538869
03M,Scarborough Ryedale,489889.1547,478392.087,4.888,1.261,2.288,3.9,5.71,15.781,1.882,0.881,0.322,0.963,2.371,0.834,3.552,7.603,Q50,North Yorkshire and Humber Area Team,6,112573
03N,Sheffield,429974.0516,389834.169,3.78,0.826,2.071,4.835,6.01,13.137,1.944,0.84,0.327,0.64,1.814,0.893,3.162,6.337,Q51,South Yorkshire and Bassetlaw Area Team,7,577033
05N,Shropshire,350424.7152,304383.8341,3.779,0.759,2.238,6.291,5.78,15.501,1.666,0.729,0.292,0.869,2.461,0.896,3.213,6.606,Q60,Shropshire and Staffordshire Area Team,11,293563
10T,Slough,498180.1558,179764.9424,2.597,0.486,1.083,2.85,7.782,10.683,1.053,0.895,0.155,0.532,0.986,0.559,2.807,5.277,Q69,Thames Valley Area Team,7,146858
05P,Solihull,418655.2688,279477.3008,3.563,0.72,1.849,4.346,6.317,15.315,1.865,0.71,0.232,0.758,2.343,0.833,3.671,6.082,Q54,Birmingham and the Black Country Area Team,1,237696
11X,Somerset,334335.0982,133758.4891,3.859,0.814,2.191,5.352,6.053,15.931,1.916,0.74,0.35,0.847,2.599,0.829,3.992,6.378,Q65,Bristol North Somerset Somerset and South Gloucestershire Area Team,8,540218
01R,South Cheshire,367085.8294,353664.4171,3.831,0.751,2.071,5.491,6.134,15.443,1.736,0.819,0.208,0.826,2.278,0.84,3.077,6.14,Q44,Cheshire Warrington and Wirral Area Team,0,175769
99Q,South Devon & Torbay,280348.763,65418.07786,3.97,0.75,2.431,4.987,6.101,16.384,2.118,0.921,0.373,0.877,2.615,0.911,3.888,6.637,Q66,Devon Cornwall and Isles of Scilly Area Team,12,286188
05Q,South East Staffs & Seisdon Peninsular,402776.8233,301514.7306,3.643,0.769,1.841,4.209,6.209,14.691,1.674,0.631,0.235,0.904,2.27,0.81,3.541,6.189,Q60,Shropshire and Staffordshire Area Team,2,209776
10V,South Eastern Hampshire,473660.1961,121589.2025,3.809,0.666,1.895,3.949,6.046,15.174,1.774,0.784,0.235,0.68,2.342,0.84,3.292,6.208,Q70,Wessex Area Team,8,206867
12A,South Gloucestershire,368366.4689,182655.0329,3.018,0.612,1.696,4.846,5.184,13.947,1.4,0.535,0.309,0.696,2.192,0.752,3.253,6.759,Q65,Bristol North Somerset Somerset and South Gloucestershire Area Team,9,259347
10A,South Kent Coast,616605.8151,137463.1464,3.798,0.645,2.051,4.737,6.71,15.897,2.132,0.791,0.172,0.947,2.332,1.009,3.302,5.679,Q67,Kent and Medway Area Team,7,200366
99D,South Lincolnshire,525207.7552,320478.3006,4.1,0.875,1.994,5.426,6.653,16.93,1.915,0.596,0.366,0.804,2.429,0.722,3.894,6.423,Q59,Leicestershire and Lincolnshire Area Team,2,157915
01N,South Manchester,382808.5656,389177.2905,3.114,0.645,1.51,2.915,5.624,11.475,2.101,1.16,0.269,0.526,1.501,0.822,2.362,6.578,Q46,Greater Manchester Area Team,12,167610
06Y,South Norfolk,610828.416,298095.055,3.654,0.886,1.948,4.579,5.807,15.524,1.725,0.637,0.243,0.934,2.498,0.793,4.026,6.944,Q56,East Anglia Area Team,9,223949
10W,South Reading,470931.2332,172150.8661,1.734,0.369,0.844,3.507,4.41,10.168,0.905,0.796,0.236,0.445,1.078,0.567,2.373,5.084,Q69,Thames Valley Area Team,9,130857
01T,South Sefton,335073.1526,400225.7131,4.39,1.234,1.968,5.136,6.172,16.22,2.851,1.175,0.226,0.913,2.283,1.051,3.895,6.301,Q48,Merseyside Area Team,1,154801
00M,South Tees,461101.4633,517589.8546,4.334,0.838,2.023,4.342,6.194,14.791,2.663,0.921,0.214,0.721,1.941,1.065,4.632,5.99,Q45,Durham Darlington and Tees Area Team,5,289315
00N,South Tyneside,435669.5787,563258.3505,4.865,1.197,2.255,2.21,6.863,16.114,3.555,0.869,0.273,0.892,2.261,0.911,4.87,5.862,Q49,Cumbria Northumberland Tyne and Wear Area Team,6,151817
05R,South Warwickshire,426451.8319,256751.6519,3.166,0.718,1.793,4.937,5.01,14.498,1.473,0.702,0.267,0.69,2.199,0.735,3.217,6.22,Q53,Arden Herefordshire and Worcestershire Area Team,3,273683
04Q,South West Lincolnshire,502184.2378,340357.1929,4.331,0.993,2.047,6.138,6.405,16.477,1.733,0.62,0.312,0.862,2.422,0.81,3.397,6.183,Q59,Leicestershire and Lincolnshire Area Team,0,129153
05T,South Worcestershire,387210.9371,252829.3343,3.338,0.734,1.821,4.985,6.29,14.389,1.583,0.72,0.291,0.841,2.383,0.772,3.78,5.782,Q53,Arden Herefordshire and Worcestershire Area Team,4,294632
10X,Southampton,442338.6503,113551.9236,2.636,0.616,1.48,3.763,5.369,10.835,1.994,1.062,0.274,0.591,1.401,0.77,2.367,6.077,Q70,Wessex Area Team,10,262647
99G,Southend,587987.9037,186677.7637,3.351,0.834,1.662,3.926,5.925,15.198,1.84,1.106,0.17,0.809,1.851,0.844,4.009,6,Q57,Essex Area Team,5,184499
04R,Southern Derbyshire,428979.7105,339425.4255,3.499,0.809,1.752,4.709,6.631,14.033,1.754,0.758,0.292,0.794,1.82,0.808,2.933,6.275,Q55,Derbyshire and Nottinghamshire Area Team,1,534116
01V,Southport & Formby,332166.91,412239.4596,4.402,0.989,2.327,4.973,6.299,16.347,1.988,1.018,0.207,0.767,2.733,0.904,3.428,6.232,Q48,Merseyside Area Team,2,122147
08Q,Southwark,533809.2614,176643.6929,1.442,0.432,0.849,2.049,4.965,9.949,1.304,1.197,0.213,0.526,1.083,0.501,1.628,4.07,Q63,South London Area Team,12,308468
01X,St Helens,352070.575,396086.433,4.711,1.112,1.974,4.846,6.914,16.985,3.024,0.993,0.267,0.841,2.21,0.97,3.546,7.483,Q48,Merseyside Area Team,4,192715
05V,Stafford Surrounds,388304.0017,324488.9128,3.792,0.689,2.013,3.746,5.751,15.103,1.345,0.631,0.218,0.911,2.541,0.908,3.781,5.75,Q60,Shropshire and Staffordshire Area Team,5,144992
01W,Stockport,391555.6782,388570.2449,3.966,0.812,1.96,3.525,5.685,14.154,2.141,0.787,0.274,0.587,2.102,0.811,3.279,6.604,Q46,Greater Manchester Area Team,3,299896
05W,Stoke on Trent,390685.3616,347506.4345,3.972,0.765,2.039,4.147,7.171,16.515,2.32,0.846,0.219,0.798,1.949,1.087,3.005,6.28,Q60,Shropshire and Staffordshire Area Team,6,272842
00P,Sunderland,435228.5544,554080.3983,5.032,0.986,2.187,3.916,6.316,16.611,3.165,0.819,0.196,0.868,2.085,0.989,4.523,6.042,Q49,Cumbria Northumberland Tyne and Wear Area Team,7,281773
99H,Surrey Downs,517936.1117,151927.5112,3.019,0.52,1.68,3.944,4.708,13.825,1.151,0.696,0.227,0.683,2.224,0.682,3.228,5.329,Q68,Surrey and Sussex Area Team,4,293988
10C,Surrey Heath,490075.0657,158835.2828,2.902,0.458,1.544,4.369,5.194,13.172,1.232,0.549,0.205,0.588,2.159,0.62,3.382,5.876,Q68,Surrey and Sussex Area Team,8,91757
08T,Sutton,526983.16,164134.7243,2.611,0.535,1.265,3.713,5.659,12.263,1.333,0.863,0.164,0.617,1.778,0.71,2.409,5.59,Q63,South London Area Team,1,183982
10D,Swale,592700.7681,166748.5016,3.053,0.691,1.42,4.202,6.817,14.614,1.91,0.65,0.184,0.88,1.876,0.85,3.283,5.205,Q67,Kent and Medway Area Team,9,104998
12D,Swindon,418654.0135,186324.7598,2.825,0.532,1.483,2.26,6.377,13.606,1.64,0.73,0.215,0.667,1.68,0.793,2.265,6.479,Q64,Bath Gloucestershire Swindon and Wiltshire Area Team,10,223866
01Y,Tameside Glossop,401558.8828,397504.9194,4.159,0.74,1.91,3.393,6.748,14.656,2.55,0.773,0.231,0.741,1.878,0.931,4.019,6.593,Q46,Greater Manchester Area Team,5,239314
05X,Telford Wrekin,367083.6008,314837.0369,3.135,0.658,1.574,4.451,6.326,13.791,1.959,0.759,0.195,0.764,1.778,0.932,2.677,6.223,Q60,Shropshire and Staffordshire Area Team,7,173754
10E,Thanet,632501.488,166997.6233,3.773,0.775,1.968,5.469,6.944,15.982,2.59,1.013,0.256,1.021,2.208,0.879,3.356,5.747,Q67,Kent and Medway Area Team,10,138943
07G,Thurrock,564390.9993,181586.8836,2.758,0.674,1.453,4.052,6.091,14.235,1.743,0.674,0.169,0.878,1.522,0.735,3.86,5.626,Q57,Essex Area Team,10,164518
08V,Tower Hamlets,536431.5218,181643.2449,1.719,0.399,0.752,1.891,6.34,7.83,1.205,1.293,0.168,0.422,0.84,0.457,1.769,4.422,Q61,North East London Area Team,2,274137
02A,Trafford,376489.1107,391415.7668,3.642,0.797,1.787,4.292,5.865,13.506,1.693,0.841,0.232,0.752,1.993,0.752,3.313,6.69,Q46,Greater Manchester Area Team,6,233350
03Q,Vale of York,463550.7656,460478.184,3.686,0.632,1.976,3.771,5.233,13.66,1.665,0.705,0.347,0.684,2.283,0.694,3.525,6.101,Q50,North Yorkshire and Humber Area Team,10,341912
02D,Vale Royal,364878.6335,372378.7998,3.709,0.779,1.833,5.499,6.197,15.041,2.15,0.745,0.255,0.89,2.219,0.824,3.08,6.488,Q44,Cheshire Warrington and Wirral Area Team,7,102296
03R,Wakefield,438981.7581,418395.2687,4.382,0.73,2.086,4.608,6.37,15.116,2.737,0.806,0.204,0.809,1.974,0.903,3.284,6.968,Q52,West Yorkshire Area Team,0,356545
05Y,Walsall,402385.4874,300176.2644,3.982,0.92,1.763,4.998,8.271,15.477,2.275,0.849,0.218,1.034,1.749,0.869,2.984,6.333,Q54,Birmingham and the Black Country Area Team,8,271754
08W,Waltham Forest,537753.6322,190236.4819,2.008,0.479,0.91,2.896,6.263,10.979,0.973,1.076,0.154,0.555,1.076,0.56,2.003,4.606,Q61,North East London Area Team,3,294197
08X,Wandsworth,526114.5241,174049.7785,1.497,0.314,0.789,1.721,4.245,8.603,0.908,0.932,0.293,0.413,1.245,0.49,1.978,4.224,Q63,South London Area Team,4,358895
02E,Warrington,362670.9289,389309.8632,3.774,0.703,1.716,4.531,6.097,13.516,1.78,0.819,0.156,0.746,1.993,0.802,2.581,6.277,Q44,Cheshire Warrington and Wirral Area Team,8,209464
05H,Warwickshire North,427561.9657,293347.5459,3.287,0.736,1.657,5.323,6.716,15.575,1.825,0.629,0.156,0.829,1.856,0.861,4.264,6.042,Q53,Arden Herefordshire and Worcestershire Area Team,10,184420
02F,West Cheshire,346148.8824,364953.1793,3.622,0.785,1.992,3.58,5.835,14.335,1.708,0.828,0.272,0.864,2.237,0.767,3.051,6.331,Q44,Cheshire Warrington and Wirral Area Team,9,255311
07H,West Essex,553714.5535,219580.0142,3.028,0.8,1.544,3.499,5.729,13.801,1.602,0.687,0.176,0.872,2.025,0.676,3.158,5.86,Q57,Essex Area Team,11,293681
11A,West Hampshire,438979.5191,123324.8783,3.418,0.685,2.036,4.408,5.158,14.378,1.494,0.69,0.264,0.749,2.303,0.721,3.179,6.259,Q70,Wessex Area Team,12,531775
99J,West Kent,567849.9086,148606.3248,2.864,0.59,1.766,4.275,5.352,13.267,1.437,0.713,0.237,0.794,2.116,0.75,3.901,5.585,Q67,Kent and Medway Area Team,7,463883
02G,West Lancashire,342534.3067,411708.8313,3.929,0.93,1.958,4.113,6.181,15.342,2.125,0.723,0.258,0.84,2.218,0.837,3.338,6.442,Q47,Lancashire Area Team,10,111531
04V,West Leicestershire,445703.4104,310523.0683,3.167,0.817,1.609,4.176,6.289,14.224,1.641,0.697,0.203,0.698,1.993,0.746,3.062,6.175,Q59,Leicestershire and Lincolnshire Area Team,4,371009
08Y,West London (K&C & QPP),525528.6768,180064.361,1.962,0.449,1.107,1.973,4.648,9.623,1.253,1.458,0.148,0.419,1.459,0.493,1.959,3.759,Q62,North West London Area Team,5,228063
07J,West Norfolk,571560.5471,313464.3483,4.737,0.937,2.415,5.535,7.591,18.347,2.45,0.661,0.199,1.108,2.574,0.827,4.388,6.966,Q56,East Anglia Area Team,5,159928
07K,West Suffolk,581054.3913,262263.6776,3.468,0.85,1.776,3.463,5.714,14.594,1.904,0.78,0.194,0.835,2.494,0.726,3.978,6.838,Q56,East Anglia Area Team,0,238703
02H,Wigan Borough,361023.2668,403215.1587,4.411,0.89,1.873,5.503,6.766,15.95,2.215,0.741,0.173,0.8,1.853,0.868,3.974,6.669,Q46,Greater Manchester Area Team,11,320477
99N,Wiltshire,403953.1788,155341.0005,3.287,0.756,1.959,3.386,5.431,14.612,1.552,0.739,0.245,0.811,2.402,0.797,3.246,6.288,Q64,Bath Gloucestershire Swindon and Wiltshire Area Team,10,474438
11C,Windsor Ascot & Maidenhead,490502.0122,177713.4265,2.605,0.536,1.466,3.261,4.942,10.926,0.989,0.678,0.15,0.522,1.784,0.587,3.055,5.255,Q69,Thames Valley Area Team,0,147873
12F,Wirral,328908.7867,385681.9149,4.064,0.779,2.187,5.085,6.538,15.168,2.36,0.913,0.235,0.692,2.161,0.978,3.694,6.633,Q44,Cheshire Warrington and Wirral Area Team,11,317446
11D,Wokingham,477708.9439,170615.8658,2.506,0.484,1.352,4.039,4.323,12.064,0.962,0.488,0.153,0.631,2.107,0.629,3.392,6.405,Q69,Thames Valley Area Team,1,152750
06A,Wolverhampton,391902.644,299047.7777,3.708,0.992,1.783,4.789,7.696,15.594,1.771,0.972,0.331,1.024,1.847,0.992,3.482,6.184,Q54,Birmingham and the Black Country Area Team,9,258801
06D,Wyre Forest,381374.2042,275763.5313,3.872,1.026,2.522,6.129,6.542,17.157,1.869,0.696,0.255,0.991,2.763,0.963,4.194,6.857,Q53,Arden Herefordshire and Worcestershire Area Team,10,112292
